PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27748316","Seasonal fluctuation in the secretion of the antioxidant melatonin is not associated with alterations in sperm DNA damage","Malm G, Haugen TB, Rylander L, Giwercman A.","Asian J Androl. 2017 Jan-Feb;19(1):52-56. doi: 10.4103/1008-682X.186870.","Malm G","Asian J Androl","2017","2016/10/18","PMC5227675","","10.4103/1008-682X.186870"
"27743316","Real-time sharing of gaze data between multiple eye trackers-evaluation, tools, and advice","Nyström M, Niehorster DC, Cornelissen T, Garde H.","Behav Res Methods. 2017 Aug;49(4):1310-1322. doi: 10.3758/s13428-016-0806-1.","Nyström M","Behav Res Methods","2017","2016/10/16","PMC5541105","","10.3758/s13428-016-0806-1"
"27741515","Compound genetically engineered mouse models of cancer reveal dual targeting of ALK1 and endoglin as a synergistic opportunity to impinge on angiogenic TGF-β signaling","Eleftheriou NM, Sjölund J, Bocci M, Cortez E, Lee SJ, Cunha SI, Pietras K.","Oncotarget. 2016 Dec 20;7(51):84314-84325. doi: 10.18632/oncotarget.12604.","Eleftheriou NM","Oncotarget","2016","2016/10/15","PMC5341292","","10.18632/oncotarget.12604"
"27738443","Self-Care for Common Colds by Primary Care Patients: A European Multicenter Survey on the Prevalence and Patterns of Practices-The COCO Study","Thielmann A, Gerasimovska-Kitanovska B, Buczkowski K, Koskela TH, Mevsim V, Czachowski S, Petrazzuoli F, Petek-Šter M, Lingner H, Hoffman RD, Tekiner S, Chambe J, Edirne T, Hoffmann K, Pirrotta E, Uludağ A, Yikilkan H, Kreitmayer Pestic S, Zielinski A, Guede Fernández C, Weltermann B.","Evid Based Complement Alternat Med. 2016;2016:6949202. doi: 10.1155/2016/6949202. Epub 2016 Sep 21.","Thielmann A","Evid Based Complement Alternat Med","2016","2016/10/15","PMC5050368","","10.1155/2016/6949202"
"27736989","Maturation of the Intestinal Epithelial Barrier in Neonatal Rats Coincides with Decreased FcRn Expression, Replacement of Vacuolated Enterocytes and Changed Blimp-1 Expression","Arévalo Sureda E, Weström B, Pierzynowski SG, Prykhodko O.","PLoS One. 2016 Oct 13;11(10):e0164775. doi: 10.1371/journal.pone.0164775. eCollection 2016.","Arévalo Sureda E","PLoS One","2016","2016/10/14","PMC5063338","","10.1371/journal.pone.0164775"
"27734258","Changes in prevalence of obesity and high waist circumference over four years across European regions: the European male ageing study (EMAS)","Han TS, Correa E, Lean ME, Lee DM, O'Neill TW, Bartfai G, Forti G, Giwercman A, Kula K, Pendleton N, Punab M, Rutter MK, Vanderschueren D, Huhtaniemi IT, Wu FC, Casanueva FF; and the EMAS Study Group.","Endocrine. 2017 Feb;55(2):456-469. doi: 10.1007/s12020-016-1135-y. Epub 2016 Oct 13.","Han TS","Endocrine","2017","2016/10/14","PMC5272876","","10.1007/s12020-016-1135-y"
"27733840","Anticipated Guilt for Not Helping and Anticipated Warm Glow for Helping Are Differently Impacted by Personal Responsibility to Help","Erlandsson A, Jungstrand AÅ, Västfjäll D.","Front Psychol. 2016 Sep 28;7:1475. doi: 10.3389/fpsyg.2016.01475. eCollection 2016.","Erlandsson A","Front Psychol","2016","2016/10/14","PMC5039200","","10.3389/fpsyg.2016.01475"
"27732661","Molecular Basis of Acute Cystitis Reveals Susceptibility Genes and Immunotherapeutic Targets","Ambite I, Puthia M, Nagy K, Cafaro C, Nadeem A, Butler DS, Rydström G, Filenko NA, Wullt B, Miethke T, Svanborg C.","PLoS Pathog. 2016 Oct 12;12(10):e1005848. doi: 10.1371/journal.ppat.1005848. eCollection 2016 Oct.","Ambite I","PLoS Pathog","2016","2016/10/13","PMC5061333","","10.1371/journal.ppat.1005848"
"27732602","Energy Reserves, Information Need and a Pinch of Personality Determine Decision-Making on Route in Partially Migratory Blue Tits","Nilsson AL, Nilsson JÅ, Mettke-Hofmann C.","PLoS One. 2016 Oct 12;11(10):e0163213. doi: 10.1371/journal.pone.0163213. eCollection 2016.","Nilsson AL","PLoS One","2016","2016/10/13","PMC5061368","","10.1371/journal.pone.0163213"
"27731329","Protein-dependent Membrane Interaction of A Partially Disordered Protein Complex with Oleic Acid: Implications for Cancer Lipidomics","Chaudhuri A, Prasanna X, Agiru P, Chakraborty H, Rydström A, Ho JC, Svanborg C, Sengupta D, Chattopadhyay A.","Sci Rep. 2016 Oct 12;6:35015. doi: 10.1038/srep35015.","Chaudhuri A","Sci Rep","2016","2016/10/13","PMC5059734","","10.1038/srep35015"
"27730193","A practical measurement of thoracic sarcopenia: correlation with clinical parameters and outcomes in advanced lung cancer","Wysham NG, Nipp RD, LeBlanc TW, Wolf SP, Ekstrom MP, Currow DC.","ERJ Open Res. 2016 Apr 13;2(2):00085-2015. doi: 10.1183/23120541.00085-2015. eCollection 2016 Apr.","Wysham NG","ERJ Open Res","2016","2016/10/13","PMC5005176","","10.1183/23120541.00085-2015"
"27730188","Increasing burden of COPD in rural India: an example why India warrants primary healthcare reforms","Kalkana T, Moitra S, Jindal SK, Moitra S.","ERJ Open Res. 2016 Apr 13;2(2):00032-2016. doi: 10.1183/23120541.00032-2016. eCollection 2016 Apr.","Kalkana T","ERJ Open Res","2016","2016/10/13","PMC5005171","","10.1183/23120541.00032-2016"
"27727314","The Influence of Social Network Characteristics on Peer Clustering in Smoking: A Two-Wave Panel Study of 19- and 23-Year-Old Swedes","Miething A, Rostila M, Edling C, Rydgren J.","PLoS One. 2016 Oct 11;11(10):e0164611. doi: 10.1371/journal.pone.0164611. eCollection 2016.","Miething A","PLoS One","2016","2016/10/12","PMC5058505","","10.1371/journal.pone.0164611"
"27725673","Land-use choices follow profitability at the expense of ecological functions in Indonesian smallholder landscapes","Clough Y, Krishna VV, Corre MD, Darras K, Denmead LH, Meijide A, Moser S, Musshoff O, Steinebach S, Veldkamp E, Allen K, Barnes AD, Breidenbach N, Brose U, Buchori D, Daniel R, Finkeldey R, Harahap I, Hertel D, Holtkamp AM, Hörandl E, Irawan B, Jaya INS, Jochum M, Klarner B, Knohl A, Kotowska MM, Krashevska V, Kreft H, Kurniawan S, Leuschner C, Maraun M, Melati DN, Opfermann N, Pérez-Cruzado C, Prabowo WE, Rembold K, Rizali A, Rubiana R, Schneider D, Tjitrosoedirdjo SS, Tjoa A, Tscharntke T, Scheu S.","Nat Commun. 2016 Oct 11;7:13137. doi: 10.1038/ncomms13137.","Clough Y","Nat Commun","2016","2016/10/12","PMC5062595","","10.1038/ncomms13137"
"27725631","Cancer-associated fibroblast-secreted CXCL16 attracts monocytes to promote stroma activation in triple-negative breast cancers","Allaoui R, Bergenfelz C, Mohlin S, Hagerling C, Salari K, Werb Z, Anderson RL, Ethier SP, Jirström K, Påhlman S, Bexell D, Tahin B, Johansson ME, Larsson C, Leandersson K.","Nat Commun. 2016 Oct 11;7:13050. doi: 10.1038/ncomms13050.","Allaoui R","Nat Commun","2016","2016/10/12","PMC5062608","","10.1038/ncomms13050"
"27724981","Forecasting United States heartworm Dirofilaria immitis prevalence in dogs","Bowman DD, Liu Y, McMahan CS, Nordone SK, Yabsley MJ, Lund RB.","Parasit Vectors. 2016 Oct 10;9(1):540. doi: 10.1186/s13071-016-1804-y.","Bowman DD","Parasit Vectors","2016","2016/10/12","PMC5057216","","10.1186/s13071-016-1804-y"
"27724904","Knowledge and utilization of sexual and reproductive healthcare services among Thai immigrant women in Sweden","Åkerman E, Östergren PO, Essén B, Fernbrant C, Westerling R.","BMC Int Health Hum Rights. 2016 Oct 10;16(1):25. doi: 10.1186/s12914-016-0100-4.","Åkerman E","BMC Int Health Hum Rights","2016","2016/10/12","PMC5057435","","10.1186/s12914-016-0100-4"
"27724880","Physical risk factors influencing wheeled mobility in children with cerebral palsy: a cross-sectional study","Rodby-Bousquet E, Paleg G, Casey J, Wizert A, Livingstone R.","BMC Pediatr. 2016 Oct 10;16(1):165. doi: 10.1186/s12887-016-0707-6.","Rodby-Bousquet E","BMC Pediatr","2016","2016/10/12","PMC5057439","","10.1186/s12887-016-0707-6"
"27723823","Grey and White Matter Clinico-Anatomical Correlates of Disinhibition in Neurodegenerative Disease","Santillo AF, Lundblad K, Nilsson M, Landqvist Waldö M, van Westen D, Lätt J, Blennow Nordström E, Vestberg S, Lindberg O, Nilsson C.","PLoS One. 2016 Oct 10;11(10):e0164122. doi: 10.1371/journal.pone.0164122. eCollection 2016.","Santillo AF","PLoS One","2016","2016/10/11","PMC5056728","","10.1371/journal.pone.0164122"
"27723804","Innate Immune Responses after Airway Epithelial Stimulation with Mycobacterium bovis Bacille-Calmette Guérin","Tenland E, Håkansson G, Alaridah N, Lutay N, Rönnholm A, Hallgren O, Westergren-Thorsson G, Godaly G.","PLoS One. 2016 Oct 10;11(10):e0164431. doi: 10.1371/journal.pone.0164431. eCollection 2016.","Tenland E","PLoS One","2016","2016/10/11","PMC5056730","","10.1371/journal.pone.0164431"
"27722193","Assessing risk for preclinical β-amyloid pathology with APOE, cognitive, and demographic information","Insel PS, Palmqvist S, Mackin RS, Nosheny RL, Hansson O, Weiner MW, Mattsson N.","Alzheimers Dement (Amst). 2016 Aug 3;4:76-84. doi: 10.1016/j.dadm.2016.07.002. eCollection 2016.","Insel PS","Alzheimers Dement (Amst)","2016","2016/10/11","PMC5045949","","10.1016/j.dadm.2016.07.002"
"27721490","Coordinated integrin activation by actin-dependent force during T-cell migration","Nordenfelt P, Elliott HL, Springer TA.","Nat Commun. 2016 Oct 10;7:13119. doi: 10.1038/ncomms13119.","Nordenfelt P","Nat Commun","2016","2016/10/11","PMC5062559","","10.1038/ncomms13119"
"30128133","Population genetic structure, differentiation, and diversity in Tetrix subulata pygmy grasshoppers: roles of population size and immigration","Tinnert J, Hellgren O, Lindberg J, Koch-Schmidt P, Forsman A.","Ecol Evol. 2016 Oct 9;6(21):7831-7846. doi: 10.1002/ece3.2520. eCollection 2016 Nov.","Tinnert J","Ecol Evol","2016","2018/08/22","PMC6093165","","10.1002/ece3.2520"
"27716448","The complement system is activated in synovial fluid from subjects with knee injury and from patients with osteoarthritis","Struglics A, Okroj M, Swärd P, Frobell R, Saxne T, Lohmander LS, Blom AM.","Arthritis Res Ther. 2016 Oct 6;18(1):223. doi: 10.1186/s13075-016-1123-x.","Struglics A","Arthritis Res Ther","2016","2016/10/08","PMC5052889","","10.1186/s13075-016-1123-x"
"27716408","The pre-synaptic vesicle protein synaptotagmin is a novel biomarker for Alzheimer's disease","Öhrfelt A, Brinkmalm A, Dumurgier J, Brinkmalm G, Hansson O, Zetterberg H, Bouaziz-Amar E, Hugon J, Paquet C, Blennow K.","Alzheimers Res Ther. 2016 Oct 3;8(1):41. doi: 10.1186/s13195-016-0208-8.","Öhrfelt A","Alzheimers Res Ther","2016","2016/10/08","PMC5048479","","10.1186/s13195-016-0208-8"
"27716347","Assessing the external validity of algorithms to estimate EQ-5D-3L from the WOMAC","Kiadaliri AA, Englund M.","Health Qual Life Outcomes. 2016 Oct 4;14(1):141. doi: 10.1186/s12955-016-0547-y.","Kiadaliri AA","Health Qual Life Outcomes","2016","2016/10/08","PMC5050671","","10.1186/s12955-016-0547-y"
"27716136","Linking Swedish health data registers to establish a research database and a shared decision-making tool in hip replacement","Cnudde P, Rolfson O, Nemes S, Kärrholm J, Rehnberg C, Rogmark C, Timperley J, Garellick G.","BMC Musculoskelet Disord. 2016 Oct 4;17(1):414. doi: 10.1186/s12891-016-1262-x.","Cnudde P","BMC Musculoskelet Disord","2016","2016/10/08","PMC5050595","","10.1186/s12891-016-1262-x"
"27716124","Safer drug use in primary care - a pilot intervention study to identify improvement needs and make agreements for change in five Swedish primary care units","Modig S, Lenander C, Viberg N, Midlöv P.","BMC Fam Pract. 2016 Oct 4;17(1):140. doi: 10.1186/s12875-016-0542-8.","Modig S","BMC Fam Pract","2016","2016/10/08","PMC5050592","","10.1186/s12875-016-0542-8"
"27716095","For whom is a health-promoting intervention effective? Predictive factors for performing activities of daily living independently","Dahlin-Ivanoff S, Eklund K, Wilhelmson K, Behm L, Häggblom-Kronlöf G, Zidén L, Landahl S, Gustafsson S.","BMC Geriatr. 2016 Oct 6;16(1):171. doi: 10.1186/s12877-016-0345-8.","Dahlin-Ivanoff S","BMC Geriatr","2016","2016/10/08","PMC5052718","","10.1186/s12877-016-0345-8"
"27716086","Association of CD247 (CD3ζ) gene polymorphisms with T1D and AITD in the population of northern Sweden","Holmberg D, Ruikka K, Lindgren P, Eliasson M, Mayans S.","BMC Med Genet. 2016 Oct 4;17(1):70. doi: 10.1186/s12881-016-0333-z.","Holmberg D","BMC Med Genet","2016","2016/10/08","PMC5050583","","10.1186/s12881-016-0333-z"
"27716028","Genetic signals of high-altitude adaptation in amphibians: a comparative transcriptome analysis","Yang W, Qi Y, Fu J.","BMC Genet. 2016 Oct 3;17(1):134. doi: 10.1186/s12863-016-0440-z.","Yang W","BMC Genet","2016","2016/10/08","PMC5048413","","10.1186/s12863-016-0440-z"
"27714433","Tumor-directed immunotherapy can generate tumor-specific T cell responses through localized co-stimulation","Ellmark P, Mangsbo SM, Furebring C, Norlén P, Tötterman TH.","Cancer Immunol Immunother. 2017 Jan;66(1):1-7. doi: 10.1007/s00262-016-1909-3. Epub 2016 Oct 6.","Ellmark P","Cancer Immunol Immunother","2017","2016/10/08","PMC5222923","","10.1007/s00262-016-1909-3"
"27709757","Increased basal ganglia binding of (18) F-AV-1451 in patients with progressive supranuclear palsy","Smith R, Schain M, Nilsson C, Strandberg O, Olsson T, Hägerström D, Jögi J, Borroni E, Schöll M, Honer M, Hansson O.","Mov Disord. 2017 Jan;32(1):108-114. doi: 10.1002/mds.26813. Epub 2016 Oct 6.","Smith R","Mov Disord","2017","2016/10/07","PMC6204612","","10.1002/mds.26813"
"27708785","Erratum to: The Sports-Related Injuries and Illnesses in Paralympic Sport Study (SRIIPSS): a study protocol for a prospective longitudinal study","Fagher K, Jacobsson J, Timpka T, Dahlström Ö, Lexell J.","BMC Sports Sci Med Rehabil. 2016 Sep 27;8:30. doi: 10.1186/s13102-016-0055-8. eCollection 2016.","Fagher K","BMC Sports Sci Med Rehabil","2016","2016/10/07","PMC5039784","","10.1186/s13102-016-0055-8"
"27708454","Assessing the effects of repeated handling on the physiology and condition of semi-precocial nestlings","Watson H, Bolton M, Heidinger BJ, Boner W, Monaghan P.","Ibis (Lond 1859). 2016 Oct;158(4):834-843. doi: 10.1111/ibi.12402. Epub 2016 Aug 17.","Watson H","Ibis (Lond 1859)","2016","2016/10/07","PMC5032895","","10.1111/ibi.12402"
"27708337","Sorting cells by their dynamical properties","Henry E, Holm SH, Zhang Z, Beech JP, Tegenfeldt JO, Fedosov DA, Gompper G.","Sci Rep. 2016 Oct 6;6:34375. doi: 10.1038/srep34375.","Henry E","Sci Rep","2016","2016/10/07","PMC5052630","","10.1038/srep34375"
"27704481","Heparin-binding protein is important for vascular leak in sepsis","Bentzer P, Fisher J, Kong HJ, Mörgelin M, Boyd JH, Walley KR, Russell JA, Linder A.","Intensive Care Med Exp. 2016 Dec;4(1):33. doi: 10.1186/s40635-016-0104-3. Epub 2016 Oct 4.","Bentzer P","Intensive Care Med Exp","2016","2016/10/06","PMC5050173","","10.1186/s40635-016-0104-3"
"27703778","Asperger syndrome in childhood - personality dimensions in adult life: temperament, character and outcome trajectories","Helles A, Wallinius M, Gillberg IC, Gillberg C, Billstedt E.","BJPsych Open. 2016 Jun 3;2(3):210-216. doi: 10.1192/bjpo.bp.116.002741. eCollection 2016 May.","Helles A","BJPsych Open","2016","2016/10/06","PMC4995175","","10.1192/bjpo.bp.116.002741"
"27703702","Colour vision and background adaptation in a passerine bird, the zebra finch (Taeniopygia guttata)","Lind O.","R Soc Open Sci. 2016 Sep 14;3(9):160383. doi: 10.1098/rsos.160383. eCollection 2016 Sep.","Lind O","R Soc Open Sci","2016","2016/10/06","PMC5043321","","10.1098/rsos.160383"
"27703264","Epimerisation of chiral hydroxylactones by short-chain dehydrogenases/reductases accounts for sex pheromone evolution in Nasonia","Ruther J, Hagström ÅK, Brandstetter B, Hofferberth J, Bruckmann A, Semmelmann F, Fink M, Lowack H, Laberer S, Niehuis O, Deutzmann R, Löfstedt C, Sterner R.","Sci Rep. 2016 Oct 5;6:34697. doi: 10.1038/srep34697.","Ruther J","Sci Rep","2016","2016/10/06","PMC5050451","","10.1038/srep34697"
"27702852","Antiadrenergic autoimmunity in postural tachycardia syndrome","Fedorowski A, Li H, Yu X, Koelsch KA, Harris VM, Liles C, Murphy TA, Quadri SMS, Scofield RH, Sutton R, Melander O, Kem DC.","Europace. 2017 Jul 1;19(7):1211-1219. doi: 10.1093/europace/euw154.","Fedorowski A","Europace","2017","2016/10/06","PMC5834103","","10.1093/europace/euw154"
"27699285","Gamma-tubulin coordinates nuclear envelope assembly around chromatin","Rosselló CA, Lindström L, Glindre J, Eklund G, Alvarado-Kristensson M.","Heliyon. 2016 Sep 24;2(9):e00166. doi: 10.1016/j.heliyon.2016.e00166. eCollection 2016 Sep.","Rosselló CA","Heliyon","2016","2016/10/05","PMC5037270","","10.1016/j.heliyon.2016.e00166"
"27699277","Potential tree species for use in urban areas in temperate and oceanic climates","Scholz M, Uzomah VC, Al-Faraj FA.","Heliyon. 2016 Sep 22;2(9):e00154. doi: 10.1016/j.heliyon.2016.e00154. eCollection 2016 Sep.","Scholz M","Heliyon","2016","2016/10/05","PMC5037243","","10.1016/j.heliyon.2016.e00154"
"27696107","Expanding the genotype-phenotype spectrum in hereditary colorectal cancer by gene panel testing","Rohlin A, Rambech E, Kvist A, Törngren T, Eiengård F, Lundstam U, Zagoras T, Gebre-Medhin S, Borg Å, Björk J, Nilbert M, Nordling M.","Fam Cancer. 2017 Apr;16(2):195-203. doi: 10.1007/s10689-016-9934-0.","Rohlin A","Fam Cancer","2017","2016/10/04","PMC5357488","","10.1007/s10689-016-9934-0"
"27694927","A genome-wide association study identifies risk loci for childhood acute lymphoblastic leukemia at 10q26.13 and 12q23.1","Vijayakrishnan J, Kumar R, Henrion MY, Moorman AV, Rachakonda PS, Hosen I, da Silva Filho MI, Holroyd A, Dobbins SE, Koehler R, Thomsen H, Irving JA, Allan JM, Lightfoot T, Roman E, Kinsey SE, Sheridan E, Thompson PD, Hoffmann P, Nöthen MM, Heilmann-Heimbach S, Jöckel KH, Greaves M, Harrison CJ, Bartram CR, Schrappe M, Stanulla M, Hemminki K, Houlston RS.","Leukemia. 2017 Mar;31(3):573-579. doi: 10.1038/leu.2016.271. Epub 2016 Oct 3.","Vijayakrishnan J","Leukemia","2017","2016/10/04","PMC5336191","EMS69824","10.1038/leu.2016.271"
"27690299","On the origin of myeloid-derived suppressor cells","Millrud CR, Bergenfelz C, Leandersson K.","Oncotarget. 2017 Jan 10;8(2):3649-3665. doi: 10.18632/oncotarget.12278.","Millrud CR","Oncotarget","2017","2016/10/01","PMC5356220","","10.18632/oncotarget.12278"
"27689401","Expression of the TPα and TPβ isoforms of the thromboxane prostanoid receptor (TP) in prostate cancer: clinical significance and diagnostic potential","Mulvaney EP, Shilling C, Eivers SB, Perry AS, Bjartell A, Kay EW, Watson RW, Kinsella BT.","Oncotarget. 2016 Nov 8;7(45):73171-73187. doi: 10.18632/oncotarget.12256.","Mulvaney EP","Oncotarget","2016","2016/10/01","PMC5341971","","10.18632/oncotarget.12256"
"27686242","The Lund University Checklist for Incipient Exhaustion: a prospective validation of the onset of sustained stress and exhaustion warnings","Österberg K, Persson R, Viborg N, Jönsson P, Tenenbaum A.","BMC Public Health. 2016 Sep 29;16(1):1025. doi: 10.1186/s12889-016-3720-7.","Österberg K","BMC Public Health","2016","2016/10/01","PMC5043621","","10.1186/s12889-016-3720-7"
"27683546","Bumblebees Perform Well-Controlled Landings in Dim Light","Reber T, Dacke M, Warrant E, Baird E.","Front Behav Neurosci. 2016 Sep 13;10:174. doi: 10.3389/fnbeh.2016.00174. eCollection 2016.","Reber T","Front Behav Neurosci","2016","2016/09/30","PMC5021987","","10.3389/fnbeh.2016.00174"
"27682996","Delayed gadolinium-enhanced MRI of meniscus (dGEMRIM) and cartilage (dGEMRIC) in healthy knees and in knees with different stages of meniscus pathology","Sigurdsson U, Müller G, Siversson C, Lammentausta E, Svensson J, Tiderius CJ, Dahlberg LE.","BMC Musculoskelet Disord. 2016 Sep 29;17(1):406. doi: 10.1186/s12891-016-1244-z.","Sigurdsson U","BMC Musculoskelet Disord","2016","2016/09/30","PMC5041400","","10.1186/s12891-016-1244-z"
"27679716","Iohexol plasma clearance for measuring glomerular filtration rate in clinical practice and research: a review. Part 2: Why to measure glomerular filtration rate with iohexol?","Delanaye P, Melsom T, Ebert N, Bäck SE, Mariat C, Cavalier E, Björk J, Christensson A, Nyman U, Porrini E, Remuzzi G, Ruggenenti P, Schaeffner E, Soveri I, Sterner G, Eriksen BO, Gaspari F.","Clin Kidney J. 2016 Oct;9(5):700-4. doi: 10.1093/ckj/sfw071. Epub 2016 Sep 9.","Delanaye P","Clin Kidney J","2016","2016/09/29","PMC5036903","","10.1093/ckj/sfw071"
"27679715","Iohexol plasma clearance for measuring glomerular filtration rate in clinical practice and research: a review. Part 1: How to measure glomerular filtration rate with iohexol?","Delanaye P, Ebert N, Melsom T, Gaspari F, Mariat C, Cavalier E, Björk J, Christensson A, Nyman U, Porrini E, Remuzzi G, Ruggenenti P, Schaeffner E, Soveri I, Sterner G, Eriksen BO, Bäck SE.","Clin Kidney J. 2016 Oct;9(5):682-99. doi: 10.1093/ckj/sfw070. Epub 2016 Aug 23.","Delanaye P","Clin Kidney J","2016","2016/09/29","PMC5036902","","10.1093/ckj/sfw070"
"27678329","Pharmacokinetics of gentamicin eluted from a regenerating bone graft substitute: In vitro and clinical release studies","Stravinskas M, Horstmann P, Ferguson J, Hettwer W, Nilsson M, Tarasevicius S, Petersen MM, McNally MA, Lidgren L.","Bone Joint Res. 2016 Sep;5(9):427-35. doi: 10.1302/2046-3758.59.BJR-2016-0108.R1.","Stravinskas M","Bone Joint Res","2016","2016/09/29","PMC5047051","","10.1302/2046-3758.59.BJR-2016-0108.R1"
"27678269","Integration of next-generation sequencing in clinical diagnostic molecular pathology laboratories for analysis of solid tumours; an expert opinion on behalf of IQN Path ASBL","Deans ZC, Costa JL, Cree I, Dequeker E, Edsjö A, Henderson S, Hummel M, Ligtenberg MJ, Loddo M, Machado JC, Marchetti A, Marquis K, Mason J, Normanno N, Rouleau E, Schuuring E, Snelson KM, Thunnissen E, Tops B, Williams G, van Krieken H, Hall JA; IQN Path ASBL.","Virchows Arch. 2017 Jan;470(1):5-20. doi: 10.1007/s00428-016-2025-7. Epub 2016 Sep 27.","Deans ZC","Virchows Arch","2017","2016/09/29","PMC5243883","","10.1007/s00428-016-2025-7"
"27678115","Eliminating hydrolytic activity without affecting the transglycosylation of a GH1 β-glucosidase","Lundemo P, Karlsson EN, Adlercreutz P.","Appl Microbiol Biotechnol. 2017 Feb;101(3):1121-1131. doi: 10.1007/s00253-016-7833-9. Epub 2016 Sep 27.","Lundemo P","Appl Microbiol Biotechnol","2017","2016/09/29","PMC5247548","","10.1007/s00253-016-7833-9"
"27677991","Assessment of diesel-contaminated domestic wastewater treated by constructed wetlands for irrigation of chillies grown in a greenhouse","Al-Isawi RHK, Scholz M, Al-Faraj FAM.","Environ Sci Pollut Res Int. 2016 Dec;23(24):25003-25023. doi: 10.1007/s11356-016-7706-x. Epub 2016 Sep 27.","Al-Isawi RHK","Environ Sci Pollut Res Int","2016","2016/09/29","PMC5124056","","10.1007/s11356-016-7706-x"
"27672440","Retraction Note: Brain injury following cardiac arrest: pathophysiology for neurocritical care","Uchino H, Ogihara Y, Fukui H, Chijiiwa M, Sekine S, Hara N, Elmér E.","J Intensive Care. 2016 Sep 20;4:61. doi: 10.1186/s40560-016-0185-9. eCollection 2016.","Uchino H","J Intensive Care","2016","2016/09/28","PMC5028951","","10.1186/s40560-016-0185-9"
"27670134","Structural Considerations on the Use of Endo-Xylanases for the Production of prebiotic Xylooligosaccharides from Biomass","Linares-Pasten JA, Aronsson A, Karlsson EN.","Curr Protein Pept Sci. 2018;19(1):48-67. doi: 10.2174/1389203717666160923155209.","Linares-Pasten JA","Curr Protein Pept Sci","2018","2016/09/28","PMC5738707","","10.2174/1389203717666160923155209"
"27667870","Rising methane emissions from northern wetlands associated with sea ice decline","Parmentier FW, Zhang W, Mi Y, Zhu X, van Huissteden J, Hayes DJ, Zhuang Q, Christensen TR, McGuire AD.","Geophys Res Lett. 2015 Sep 16;42(17):7214-7222. doi: 10.1002/2015GL065013. Epub 2015 Sep 10.","Parmentier FW","Geophys Res Lett","2015","2016/09/27","PMC5014133","","10.1002/2015GL065013"
"27666519","Breast cancer genome and transcriptome integration implicates specific mutational signatures with immune cell infiltration","Smid M, Rodríguez-González FG, Sieuwerts AM, Salgado R, Prager-Van der Smissen WJ, Vlugt-Daane MV, van Galen A, Nik-Zainal S, Staaf J, Brinkman AB, van de Vijver MJ, Richardson AL, Fatima A, Berentsen K, Butler A, Martin S, Davies HR, Debets R, Gelder ME, van Deurzen CH, MacGrogan G, Van den Eynden GG, Purdie C, Thompson AM, Caldas C, Span PN, Simpson PT, Lakhani SR, Van Laere S, Desmedt C, Ringnér M, Tommasi S, Eyford J, Broeks A, Vincent-Salomon A, Futreal PA, Knappskog S, King T, Thomas G, Viari A, Langerød A, Børresen-Dale AL, Birney E, Stunnenberg HG, Stratton M, Foekens JA, Martens JW.","Nat Commun. 2016 Sep 26;7:12910. doi: 10.1038/ncomms12910.","Smid M","Nat Commun","2016","2016/09/27","PMC5052682","","10.1038/ncomms12910"
"27664151","Radiotherapy induces an immediate inflammatory reaction in malignant glioma: a clinical microdialysis study","Tabatabaei P, Visse E, Bergström P, Brännström T, Siesjö P, Bergenheim AT.","J Neurooncol. 2017 Jan;131(1):83-92. doi: 10.1007/s11060-016-2271-1. Epub 2016 Sep 23.","Tabatabaei P","J Neurooncol","2017","2016/09/25","PMC5258803","","10.1007/s11060-016-2271-1"
"27664121","Molecular insights into substrate recognition and catalytic mechanism of the chaperone and FKBP peptidyl-prolyl isomerase SlyD","Quistgaard EM, Weininger U, Ural-Blimke Y, Modig K, Nordlund P, Akke M, Löw C.","BMC Biol. 2016 Sep 23;14(1):82. doi: 10.1186/s12915-016-0300-3.","Quistgaard EM","BMC Biol","2016","2016/09/25","PMC5034536","","10.1186/s12915-016-0300-3"
"27664059","Pharmacy use by dual-eligible non-elderly veterans with private healthcare insurance","Lund BC, Charlton ME, West AN.","BMC Health Serv Res. 2016 Sep 23;16(1):515. doi: 10.1186/s12913-016-1773-z.","Lund BC","BMC Health Serv Res","2016","2016/09/25","PMC5035463","","10.1186/s12913-016-1773-z"
"27664051","An Okinawan-based Nordic diet improves anthropometry, metabolic control, and health-related quality of life in Scandinavian patients with type 2 diabetes: a pilot trial","Darwiche G, Höglund P, Roth B, Larsson E, Sjöberg T, Wohlfart B, Steen S, Ohlsson B.","Food Nutr Res. 2016 Sep 22;60:32594. doi: 10.3402/fnr.v60.32594. eCollection 2016.","Darwiche G","Food Nutr Res","2016","2016/09/25","PMC5035506","","10.3402/fnr.v60.32594"
"27663995","A web-based group course intervention for 15-25-year-olds whose parents have substance use problems or mental illness: study protocol for a randomized controlled trial","Elgán TH, Kartengren N, Strandberg AK, Ingemarson M, Hansson H, Zetterlind U, Gripenberg J.","BMC Public Health. 2016 Sep 23;16(1):1011. doi: 10.1186/s12889-016-3691-8.","Elgán TH","BMC Public Health","2016","2016/09/25","PMC5035485","","10.1186/s12889-016-3691-8"
